,guesses,green_expected,yellow_expected,green2,green3,green4,green5
18,abeam,0.232829373650108,0.8894168466522678,1.355075593952484,1.5879049676025918,1.8207343412526997,2.0535637149028076
19,abear,0.3062634989200864,1.0488120950323974,1.6613390928725702,1.9676025917926565,2.273866090712743,2.5801295896328296
20,abele,0.3969762419006479,0.9200863930885528,1.7140388768898487,2.1110151187904966,2.507991360691144,2.9049676025917925
21,abers,0.2254859611231101,1.3658747300215983,1.8168466522678184,2.0423326133909283,2.2678185745140387,2.493304535637149
22,abets,0.2198704103671706,1.2980561555075594,1.7377969762419005,1.9576673866090712,2.1775377969762415,2.397408207343412
23,abies,0.3356371490280777,1.1736501079913606,1.8449244060475158,2.1805615550755935,2.5161987041036715,2.8518358531317487
24,abler,0.3447084233261339,1.259611231101512,1.9490280777537796,2.2937365010799136,2.6384449244060475,2.9831533477321814
25,ables,0.268682505399568,1.2406047516198704,1.7779697624190063,2.0466522678185743,2.3153347732181424,2.5840172786177105
26,ablet,0.3624190064794816,1.1684665226781858,1.893304535637149,2.2557235421166304,2.6181425485961123,2.980561555075594
27,ablow,0.1801295896328293,0.9814254859611232,1.3416846652267818,1.5218142548596112,1.7019438444924404,1.8820734341252696
28,abmho,0.1313174946004319,0.9593952483801296,1.2220302375809933,1.3533477321814253,1.4846652267818572,1.615982721382289
29,abohm,0.2034557235421166,0.8872570194384449,1.2941684665226783,1.4976241900647946,1.7010799136069115,1.9045356371490278
30,aboil,0.3088552915766738,1.048380129589633,1.6660907127429805,1.9749460043196543,2.2838012958963283,2.5926565874730017
31,aboma,0.2302375809935205,0.7269978401727861,1.1874730021598272,1.4177105831533476,1.647948164146868,1.8781857451403887
32,aboon,0.2863930885529158,0.7844492440604751,1.3572354211663067,1.6436285097192225,1.9300215982721383,2.216414686825054
33,abord,0.2898488120950324,1.029805615550756,1.6095032397408207,1.899352051835853,2.1892008639308855,2.4790496760259177
34,abore,0.4215982721382289,1.1939524838012958,2.0371490280777538,2.4587473002159825,2.8803455723542113,3.3019438444924405
35,abram,0.2267818574514039,0.8012958963282938,1.2548596112311015,1.4816414686825055,1.7084233261339095,1.9352051835853135
36,abray,0.3658747300215982,0.7136069114470842,1.4453563714902806,1.811231101511879,2.177105831533477,2.5429805615550753
37,abrim,0.2246220302375809,1.0526997840172787,1.5019438444924404,1.7265658747300214,1.9511879049676022,2.175809935205183
38,abrin,0.2626349892008639,1.1235421166306696,1.6488120950323975,1.9114470842332614,2.1740820734341253,2.4367170626349894
39,abris,0.2220302375809935,1.1930885529157669,1.6371490280777539,1.8591792656587474,2.081209503239741,2.303239740820734
40,absey,0.3969762419006479,1.0129589632829374,1.8069114470842331,2.203887688984881,2.600863930885529,2.997840172786177
41,absit,0.279913606911447,1.0617710583153348,1.621598272138229,1.901511879049676,2.181425485961123,2.46133909287257
42,abuna,0.2453563714902807,0.7274298056155507,1.2181425485961122,1.4634989200863928,1.7088552915766735,1.9542116630669542
43,abune,0.4004319654427646,0.9978401727861772,1.7987041036717064,2.199136069114471,2.599568034557236,3.0
44,abuts,0.2146868250539956,1.0449244060475162,1.4742980561555075,1.6889848812095032,1.9036717062634987,2.1183585313174946
45,abuzz,0.1494600431965442,0.5727861771058316,0.87170626349892,1.0211663066954642,1.1706263498920084,1.3200863930885527
46,abyes,0.2332613390928725,1.1766738660907128,1.6431965442764578,1.8764578833693304,2.1097192224622026,2.342980561555075
47,abysm,0.1719222462203024,0.9110151187904968,1.2548596112311015,1.426781857451404,1.5987041036717065,1.7706263498920087
48,acais,0.2946004319654428,0.8673866090712743,1.45658747300216,1.7511879049676027,2.0457883369330454,2.340388768898488
49,acari,0.2812095032397408,0.9758099352051836,1.538228941684665,1.819438444924406,2.1006479481641467,2.3818574514038877
50,accas,0.1883369330453563,0.706695464362851,1.0833693304535637,1.27170626349892,1.4600431965442762,1.6483801295896323
51,accoy,0.3166306695464362,0.7524838012958963,1.3857451403887686,1.7023758099352049,2.019006479481641,2.335637149028077
52,acerb,0.2250539956803455,1.293304535637149,1.7434125269978402,1.9684665226781857,2.193520518358531,2.418574514038877
53,acers,0.23585313174946,1.4336933045356373,1.9053995680345572,2.141252699784017,2.377105831533477,2.612958963282937
54,aceta,0.2423326133909287,1.1174946004319657,1.602159827213823,1.8444924406047518,2.0868250539956805,2.3291576673866095
55,achar,0.244060475161987,0.8971922246220302,1.3853131749460041,1.6293736501079912,1.8734341252699782,2.1174946004319652
56,ached,0.2704103671706263,1.0946004319654428,1.6354211663066953,1.9058315334773215,2.176241900647948,2.4466522678185743
57,aches,0.2349892008639308,1.2367170626349893,1.706695464362851,1.9416846652267816,2.1766738660907126,2.4116630669546435
58,achoo,0.1641468682505399,0.9110151187904968,1.2393088552915765,1.4034557235421166,1.5676025917926564,1.7317494600431962
59,acids,0.2384449244060475,1.0531317494600432,1.5300215982721381,1.7684665226781857,2.0069114470842333,2.2453563714902804
60,acidy,0.3801295896328294,0.8250539956803455,1.5853131749460043,1.9654427645788337,2.3455723542116633,2.7257019438444923
61,acing,0.2894168466522678,0.9429805615550756,1.5218142548596112,1.8112311015118792,2.1006479481641467,2.3900647948164147
62,acini,0.2764578833693304,0.8367170626349892,1.38963282937365,1.6660907127429805,1.942548596112311,2.2190064794816413
63,ackee,0.4034557235421166,0.7995680345572355,1.6064794816414687,2.0099352051835853,2.413390928725702,2.816846652267819
64,acker,0.3123110151187905,1.1779697624190064,1.8025917926565875,2.114902807775378,2.4272138228941684,2.739524838012959
65,acmes,0.257451403887689,1.1792656587473005,1.6941684665226786,1.9516198704103676,2.2090712742980565,2.466522678185745
66,acmic,0.1861771058315335,0.8203023758099353,1.1926565874730022,1.3788336933045358,1.5650107991360693,1.7511879049676027
67,acned,0.3265658747300216,1.1123110151187905,1.7654427645788338,2.0920086393088555,2.418574514038877,2.745140388768898
68,acnes,0.2911447084233261,1.254427645788337,1.8367170626349894,2.127861771058315,2.4190064794816415,2.710151187904968
69,acock,0.2980561555075594,0.6781857451403888,1.2742980561555075,1.5723542116630669,1.8704103671706263,2.1684665226781856
70,acold,0.3045356371490281,1.0112311015118791,1.6203023758099353,1.9248380129589635,2.2293736501079913,2.5339092872570195
71,acred,0.3369330453563715,1.2259179265658748,1.8997840172786178,2.2367170626349893,2.5736501079913605,2.910583153347732
72,acres,0.301511879049676,1.3680345572354211,1.9710583153347732,2.272570194384449,2.574082073434125,2.8755939524838015
73,acros,0.2211663066954643,1.2833693304535636,1.7257019438444923,1.9468682505399566,2.168034557235421,2.389200863930885
74,acted,0.3144708423326134,1.1749460043196545,1.8038876889848812,2.1183585313174946,2.432829373650108,2.7473002159827216
75,actin,0.2505399568034557,1.1403887688984882,1.6414686825053995,1.8920086393088553,2.142548596112311,2.3930885529157666
76,acton,0.2393088552915766,1.1628509719222462,1.6414686825053995,1.880777537796976,2.1200863930885525,2.359395248380129
77,acyls,0.1762419006479481,1.1356371490280777,1.4881209503239738,1.664362850971922,1.84060475161987,2.016846652267818
78,adaws,0.2285097192224622,0.7041036717062635,1.1611231101511879,1.38963282937365,1.6181425485961123,1.8466522678185746
79,adays,0.2190064794816414,0.8099352051835853,1.2479481641468682,1.4669546436285095,1.6859611231101508,1.9049676025917923
80,adbot,0.260475161987041,0.9857451403887688,1.506695464362851,1.7671706263498919,2.0276457883369328,2.288120950323974
81,addax,0.1758099352051836,0.4319654427645788,0.783585313174946,0.9593952483801296,1.1352051835853132,1.3110151187904968
82,added,0.2902807775377969,0.7274298056155507,1.3079913606911444,1.5982721382289413,1.8885529157667382,2.178833693304535
83,adder,0.3308855291576674,1.0479481641468682,1.709719222462203,2.0406047516198704,2.3714902807775378,2.702375809935205
84,addio,0.1952483801295896,0.9365010799136068,1.326997840172786,1.5222462203023754,1.7174946004319651,1.9127429805615548
85,addle,0.3546436285097192,0.9421166306695464,1.6514038876889847,2.006047516198704,2.360691144708423,2.7153347732181423
86,adeem,0.301511879049676,0.9092872570194384,1.5123110151187904,1.8138228941684664,2.1153347732181427,2.4168466522678185
87,adhan,0.2,0.783585313174946,1.1835853131749459,1.383585313174946,1.583585313174946,1.783585313174946
88,adieu,0.3222462203023758,1.1624190064794817,1.8069114470842333,2.1291576673866093,2.451403887688985,2.7736501079913607
89,adios,0.2570194384449244,1.1317494600431963,1.645788336933045,1.9028077753779695,2.159827213822894,2.4168466522678185
90,adits,0.2600431965442764,1.126133909287257,1.6462203023758097,1.9062634989200862,2.1663066954643626,2.426349892008639
91,adman,0.2224622030237581,0.7261339092872571,1.1710583153347733,1.3935205183585313,1.6159827213822895,1.8384449244060477
92,admen,0.2894168466522678,1.0846652267818575,1.663498920086393,1.952915766738661,2.2423326133909285,2.5317494600431965
93,admix,0.1676025917926565,0.8086393088552916,1.1438444924406046,1.311447084233261,1.4790496760259175,1.646652267818574
94,adobo,0.2103671706263498,0.7827213822894169,1.2034557235421164,1.4138228941684663,1.6241900647948162,1.8345572354211659
95,adown,0.2419006479481641,0.9222462203023758,1.406047516198704,1.647948164146868,1.8898488120950323,2.1317494600431965
96,adoze,0.3663066954643628,0.9473002159827214,1.6799136069114469,2.0462203023758097,2.4125269978401724,2.7788336933045352
97,adrad,0.2613390928725702,0.6920086393088553,1.2146868250539957,1.4760259179265658,1.7373650107991359,1.998704103671706
98,adred,0.3282937365010799,1.0505399568034557,1.7071274298056154,2.0354211663066955,2.363714902807775,2.692008639308855
99,adsum,0.1576673866090712,0.9870410367170628,1.3023758099352052,1.4600431965442764,1.6177105831533476,1.7753779697624188
100,aduki,0.1693304535637149,0.9468682505399568,1.2855291576673866,1.4548596112311016,1.6241900647948164,1.7935205183585312
101,adunc,0.232829373650108,0.947732181425486,1.413390928725702,1.64622030237581,1.879049676025918,2.111879049676026
102,adust,0.3235421166306695,0.980561555075594,1.6276457883369329,1.9511879049676024,2.274730021598272,2.5982721382289418
103,advew,0.2354211663066954,0.9205183585313176,1.3913606911447083,1.626781857451404,1.862203023758099,2.0976241900647947
104,adyta,0.1697624190064794,0.8807775377969762,1.220302375809935,1.3900647948164144,1.559827213822894,1.7295896328293732
105,adzed,0.2626349892008639,0.7697624190064795,1.2950323974082072,1.5576673866090713,1.820302375809935,2.082937365010799
106,adzes,0.2272138228941684,1.0622030237580993,1.516630669546436,1.7438444924406045,1.9710583153347727,2.1982721382289414
107,aecia,0.2855291576673866,1.065658747300216,1.6367170626349892,1.9222462203023758,2.2077753779697624,2.493304535637149
108,aedes,0.350755939524838,0.9978401727861772,1.6993520518358531,2.050107991360691,2.4008639308855293,2.7516198704103676
109,aegis,0.2781857451403888,1.245356371490281,1.8017278617710586,2.079913606911447,2.358099352051836,2.636285097192225
110,aeons,0.3650107991360691,1.2777537796976242,2.0077753779697622,2.3727861771058314,2.7377969762419005,3.1028077753779697
111,aerie,0.4868250539956803,1.0764578833693303,2.050107991360691,2.5369330453563714,3.023758099352052,3.5105831533477323
112,aeros,0.3084233261339092,1.458315334773218,2.0751619870410365,2.3835853131749456,2.692008639308855,3.000431965442764
113,aesir,0.3598272138228942,1.3956803455723543,2.1153347732181427,2.475161987041037,2.834989200863931,3.194816414686825
114,afald,0.31792656587473,0.6328293736501079,1.268682505399568,1.586609071274298,1.9045356371490278,2.222462203023758
115,afara,0.2902807775377969,0.5827213822894168,1.1632829373650106,1.4535637149028076,1.7438444924406045,2.0341252699784014
116,afars,0.2781857451403888,0.8613390928725702,1.4177105831533479,1.6958963282937365,1.9740820734341253,2.252267818574514
117,afear,0.3028077753779697,1.0259179265658749,1.6315334773218142,1.934341252699784,2.237149028077754,2.5399568034557234
118,aflaj,0.1827213822894168,0.6198704103671706,0.9853131749460042,1.168034557235421,1.3507559395248379,1.5334773218142548
119,afore,0.4181425485961123,1.1710583153347731,2.0073434125269976,2.42548596112311,2.843628509719222,3.2617710583153343
120,afrit,0.3123110151187905,1.0980561555075594,1.7226781857451403,2.034989200863931,2.347300215982721,2.659611231101512
121,afros,0.2073434125269978,1.1926565874730022,1.6073434125269979,1.8146868250539956,2.0220302375809935,2.2293736501079913
122,agama,0.2557235421166307,0.4250539956803456,0.9365010799136069,1.1922246220302377,1.4479481641468683,1.703671706263499
123,agami,0.232829373650108,0.7274298056155507,1.1930885529157667,1.4259179265658748,1.6587473002159827,1.8915766738660906
124,agars,0.279913606911447,0.9002159827213823,1.4600431965442762,1.7399568034557233,2.0198704103671705,2.2997840172786175
125,agast,0.3814254859611231,0.7252699784017279,1.488120950323974,1.869546436285097,2.25097192224622,2.632397408207343
126,agave,0.4012958963282937,0.6708423326133909,1.4734341252699783,1.874730021598272,2.2760259179265656,2.6773218142548596
127,agaze,0.3900647948164147,0.6328293736501079,1.4129589632829374,1.8030237580993522,2.193088552915767,2.5831533477321815
128,agene,0.4038876889848812,0.8855291576673866,1.693304535637149,2.09719222462203,2.5010799136069113,2.9049676025917925
129,agers,0.2237580993520518,1.3818574514038875,1.8293736501079911,2.053131749460043,2.2768898488120946,2.500647948164146
130,agger,0.3239740820734341,1.0198704103671703,1.6678185745140386,1.9917926565874726,2.3157667386609067,2.6397408207343407
131,aggie,0.3460043196544276,0.9157667386609072,1.6077753779697623,1.95377969762419,2.2997840172786175,2.645788336933045
132,aggri,0.1654427645788337,1.0021598272138228,1.3330453563714901,1.498488120950324,1.6639308855291577,1.8293736501079914
133,aggro,0.1857451403887689,0.9930885529157668,1.3645788336933047,1.5503239740820736,1.7360691144708424,1.9218142548596113
134,aggry,0.31792656587473,0.7503239740820734,1.3861771058315333,1.7041036717062634,2.0220302375809935,2.3399568034557237
135,aghas,0.1559395248380129,0.8263498920086393,1.1382289416846652,1.294168466522678,1.450107991360691,1.6060475161987038
136,agila,0.2786177105831533,0.8323974082073434,1.38963282937365,1.6682505399568033,1.9468682505399566,2.22548596112311
137,agios,0.2535637149028077,1.1049676025917927,1.6120950323974081,1.8656587473002157,2.1192224622030236,2.3727861771058314
138,agism,0.2725701943844492,0.923974082073434,1.4691144708423325,1.7416846652267814,2.014254859611231,2.28682505399568
139,agist,0.3637149028077753,0.9922246220302376,1.7196544276457884,2.0833693304535634,2.447084233261339,2.810799136069114
140,agita,0.268682505399568,0.8509719222462203,1.3883369330453563,1.6570194384449244,1.9257019438444924,2.1943844492440605
141,aglee,0.4341252699784017,0.8971922246220302,1.7654427645788335,2.199568034557235,2.6336933045356368,3.0678185745140385
142,aglet,0.3606911447084233,1.1844492440604752,1.905831533477322,2.266522678185745,2.627213822894168,2.9879049676025917
143,agley,0.4086393088552916,1.028509719222462,1.8457883369330452,2.2544276457883368,2.6630669546436283,3.0717062634989203
144,agloo,0.1961123110151187,0.9308855291576674,1.3231101511879049,1.5192224622030235,1.7153347732181423,1.911447084233261
145,aglus,0.1650107991360691,1.1002159827213822,1.4302375809935204,1.5952483801295894,1.7602591792656586,1.9252699784017278
146,agmas,0.178401727861771,0.7688984881209503,1.1257019438444922,1.3041036717062633,1.4825053995680344,1.6609071274298053
147,agoge,0.3870410367170626,0.8859611231101512,1.6600431965442763,2.047084233261339,2.4341252699784013,2.8211663066954644
148,agone,0.432829373650108,1.073002159827214,1.9386609071274299,2.3714902807775378,2.804319654427646,3.237149028077754
149,agons,0.265658747300216,1.0509719222462204,1.5822894168466524,1.8479481641468682,2.1136069114470843,2.3792656587473004
150,agood,0.2794816414686825,0.7278617710583153,1.2868250539956803,1.5663066954643627,1.8457883369330452,2.125269978401728
151,agria,0.2323974082073434,0.9606911447084232,1.42548596112311,1.6578833693304533,1.8902807775377968,2.1226781857451402
152,agrin,0.2609071274298056,1.139524838012959,1.6613390928725702,1.9222462203023758,2.1831533477321816,2.444060475161987
153,agros,0.2090712742980561,1.2315334773218145,1.6496760259179268,1.858747300215983,2.067818574514039,2.276889848812095
154,agued,0.3257019438444924,1.009071274298056,1.660475161987041,1.9861771058315334,2.3118790496760258,2.637580993520518
155,agues,0.2902807775377969,1.1511879049676026,1.7317494600431964,2.022030237580993,2.31231101511879,2.602591792656587
156,aguna,0.2436285097192224,0.7434125269978402,1.230669546436285,1.4742980561555075,1.7179265658747298,1.9615550755939521
157,aguti,0.2021598272138229,1.0846652267818575,1.4889848812095032,1.6911447084233262,1.893304535637149,2.095464362850972
158,aheap,0.2941684665226782,0.8971922246220302,1.4855291576673866,1.7796976241900646,2.073866090712743,2.368034557235421
159,ahent,0.3874730021598272,1.149892008639309,1.9248380129589635,2.312311015118791,2.699784017278618,3.0872570194384448
160,ahigh,0.3308855291576674,0.6384449244060475,1.3002159827213822,1.6311015118790497,1.961987041036717,2.292872570194384
161,ahind,0.3676025917926566,0.8652267818574514,1.6004319654427646,1.9680345572354212,2.3356371490280776,2.7032397408207345
162,ahing,0.334341252699784,0.8682505399568035,1.5369330453563714,1.8712742980561554,2.2056155507559394,2.5399568034557234
163,ahint,0.4259179265658747,0.9352051835853132,1.7870410367170626,2.2129589632829374,2.638876889848812,3.064794816414687
164,ahold,0.3494600431965443,0.9365010799136068,1.6354211663066953,1.9848812095032398,2.334341252699784,2.683801295896328
165,ahull,0.3317494600431965,0.7317494600431965,1.3952483801295896,1.726997840172786,2.0587473002159826,2.390496760259179
166,ahuru,0.260475161987041,0.8587473002159827,1.3796976241900647,1.6401727861771058,1.9006479481641467,2.1611231101511876
167,aidas,0.2665226781857451,0.8617710583153347,1.394816414686825,1.66133909287257,1.927861771058315,2.19438444924406
168,aided,0.3688984881209503,0.9278617710583154,1.665658747300216,2.034557235421166,2.4034557235421166,2.7723542116630666
169,aides,0.3334773218142549,1.2203023758099352,1.887257019438445,2.2207343412527,2.5542116630669547,2.8876889848812093
170,aidoi,0.2423326133909287,0.890280777537797,1.3749460043196544,1.6172786177105831,1.8596112311015118,2.1019438444924408
171,aidos,0.2531317494600432,1.1356371490280777,1.6419006479481641,1.8950323974082073,2.1481641468682504,2.4012958963282935
172,aiery,0.4475161987041037,1.221598272138229,2.1166306695464363,2.56414686825054,3.011663066954644,3.4591792656587477
173,aigas,0.2630669546436285,0.8349892008639309,1.3611231101511878,1.6241900647948164,1.887257019438445,2.1503239740820734
174,aight,0.2984881209503239,0.9546436285097192,1.551619870410367,1.8501079913606908,2.1485961123110147,2.4470842332613385
175,ailed,0.3844492440604751,1.1822894168466522,1.9511879049676024,2.3356371490280776,2.7200863930885526,3.1045356371490276
176,aimed,0.3628509719222462,1.0531317494600432,1.7788336933045357,2.141684665226782,2.504535637149028,2.867386609071274
177,aimer,0.4034557235421166,1.214254859611231,2.021166306695464,2.4246220302375807,2.8280777537796977,3.2315334773218143
178,ainee,0.5282937365010799,0.9110151187904968,1.9676025917926565,2.4958963282937368,3.0241900647948166,3.5524838012958964
179,ainga,0.268682505399568,0.8004319654427646,1.3377969762419006,1.6064794816414687,1.8751619870410368,2.143844492440605
180,aioli,0.3282937365010799,0.923974082073434,1.5805615550755938,1.9088552915766739,2.2371490280777535,2.5654427645788336
181,aired,0.4069114470842332,1.2419006479481642,2.0557235421166307,2.462634989200864,2.869546436285097,3.2764578833693303
182,airer,0.4475161987041037,1.0673866090712745,1.962419006479482,2.4099352051835856,2.8574514038876893,3.304967602591793
183,airns,0.3127429805615551,1.224622030237581,1.8501079913606913,2.1628509719222464,2.475593952483801,2.7883369330453567
184,airth,0.3386609071274298,1.1464362850971923,1.823758099352052,2.1624190064794817,2.5010799136069117,2.8397408207343413
185,airts,0.2941684665226782,1.2937365010799136,1.88207343412527,2.1762419006479483,2.4704103671706266,2.764578833693305
186,aitch,0.3218142548596112,0.9952483801295896,1.638876889848812,1.9606911447084232,2.282505399568034,2.6043196544276457
187,aitus,0.2470842332613391,1.1766738660907128,1.670842332613391,1.9179265658747302,2.165010799136069,2.412095032397408
188,aiver,0.3982721382289417,1.1550755939524835,1.9516198704103669,2.3498920086393085,2.74816414686825,3.1464362850971916
189,aiyee,0.4807775377969762,0.9010799136069114,1.8626349892008638,2.34341252699784,2.8241900647948164,3.304967602591792
190,aizle,0.4056155507559395,1.016414686825054,1.827645788336933,2.2332613390928726,2.638876889848812,3.0444924406047518
191,ajies,0.3295896328293736,1.076025917926566,1.7352051835853133,2.064794816414687,2.3943844492440602,2.7239740820734344
192,ajiva,0.2241900647948164,0.5537796976241901,1.002159827213823,1.2263498920086393,1.4505399568034556,1.674730021598272
193,ajuga,0.1935205183585313,0.5676025917926566,0.9546436285097192,1.1481641468682504,1.3416846652267818,1.535205183585313
194,ajwan,0.1995680345572354,0.555939524838013,0.9550755939524838,1.1546436285097192,1.3542116630669545,1.55377969762419
195,akees,0.2946004319654428,0.9814254859611232,1.5706263498920088,1.8652267818574515,2.1598272138228944,2.454427645788337
196,akela,0.2393088552915766,1.0056155507559394,1.4842332613390927,1.7235421166306693,1.9628509719222458,2.2021598272138228
197,akene,0.403023758099352,0.844060475161987,1.650107991360691,2.053131749460043,2.456155507559395,2.8591792656587467
198,aking,0.2764578833693304,0.8496760259179266,1.4025917926565874,1.679049676025918,1.9555075593952482,2.2319654427645785
199,akita,0.2678185745140389,0.8095032397408207,1.3451403887688986,1.6129589632829373,1.8807775377969764,2.148596112311015
200,akkas,0.1563714902807775,0.6233261339092873,0.9360691144708422,1.0924406047516197,1.248812095032397,1.4051835853131747
201,alaap,0.3749460043196544,0.4764578833693304,1.2263498920086393,1.6012958963282937,1.9762419006479481,2.3511879049676025
202,alack,0.394816414686825,0.5879049676025918,1.3775377969762417,1.7723542116630668,2.1671706263498915,2.5619870410367165
203,alamo,0.3347732181425486,0.786609071274298,1.4561555075593953,1.790928725701944,2.1257019438444926,2.4604751619870413
204,aland,0.4099352051835853,0.6894168466522678,1.5092872570194382,1.9192224622030238,2.329157667386609,2.739092872570194
205,alane,0.5416846652267818,0.8535637149028078,1.9369330453563713,2.4786177105831535,3.020302375809935,3.561987041036717
206,alang,0.3766738660907127,0.6924406047516198,1.4457883369330453,1.8224622030237578,2.199136069114471,2.575809935205183
207,alans,0.3745140388768898,0.8315334773218143,1.5805615550755938,1.9550755939524835,2.3295896328293733,2.704103671706263
208,alant,0.4682505399568034,0.7593952483801296,1.6958963282937365,2.1641468682505396,2.632397408207343,3.1006479481641467
209,alapa,0.3295896328293736,0.5218142548596112,1.1809935205183584,1.5105831533477319,1.8401727861771056,2.1697624190064793
210,alaps,0.3174946004319654,0.8004319654427646,1.4354211663066954,1.7529157667386608,2.070410367170626,2.3879049676025916
211,alary,0.5032397408207343,0.7403887688984881,1.7468682505399569,2.250107991360691,2.7533477321814255,3.25658747300216
212,alate,0.5231101511879049,0.9226781857451404,1.9688984881209501,2.4920086393088554,3.0151187904967602,3.538228941684665
213,alays,0.2971922246220302,0.8514038876889849,1.4457883369330453,1.7429805615550755,2.0401727861771057,2.337365010799136
214,albas,0.2583153347732181,0.8254859611231101,1.3421166306695462,1.6004319654427643,1.8587473002159824,2.1170626349892006
215,albee,0.4924406047516199,0.824622030237581,1.8095032397408208,2.3019438444924405,2.7943844492440606,3.2868250539956803
216,alcid,0.2911447084233261,1.013390928725702,1.595680345572354,1.8868250539956803,2.177969762419006,2.4691144708423325
217,alcos,0.2444924406047516,1.1779697624190064,1.6669546436285096,1.9114470842332612,2.1559395248380127,2.400431965442764
218,aldea,0.3451403887688984,0.9723542116630668,1.6626349892008636,2.007775377969762,2.3529157667386604,2.698056155507559
219,alder,0.4090712742980562,1.2397408207343412,2.0578833693304537,2.46695464362851,2.876025917926566,3.285097192224622
220,aldol,0.3045356371490281,0.8483801295896328,1.457451403887689,1.761987041036717,2.0665226781857453,2.3710583153347735
221,aleck,0.3386609071274298,1.0695464362850973,1.7468682505399569,2.085529157667387,2.4241900647948165,2.762850971922246
222,alecs,0.3053995680345572,1.28207343412527,1.8928725701943843,2.1982721382289414,2.503671706263499,2.8090712742980557
223,alefs,0.2548596112311015,1.2280777537796976,1.7377969762419005,1.9926565874730022,2.247516198704104,2.502375809935205
224,aleft,0.3485961123110151,1.1559395248380129,1.8531317494600432,2.201727861771058,2.5503239740820733,2.8989200863930886
225,aleph,0.3058315334773218,1.1347732181425485,1.7464362850971922,2.0522678185745136,2.358099352051836,2.6639308855291572
226,alews,0.2505399568034557,1.2272138228941685,1.72829373650108,1.9788336933045356,2.2293736501079913,2.479913606911447
227,aleye,0.408207343412527,0.9736501079913606,1.7900647948164146,2.1982721382289414,2.6064794816414687,3.014686825053996
228,alfas,0.2444924406047516,0.8129589632829374,1.3019438444924405,1.546436285097192,1.7909287257019437,2.0354211663066955
229,algal,0.3144708423326134,0.547732181425486,1.1766738660907128,1.491144708423326,1.8056155507559395,2.120086393088553
230,algas,0.2626349892008639,0.8354211663066955,1.3606911447084233,1.6233261339092873,1.8859611231101512,2.148596112311015
231,algid,0.2958963282937365,0.944708423326134,1.5365010799136072,1.8323974082073435,2.12829373650108,2.424190064794817
232,algin,0.3010799136069114,1.0172786177105833,1.619438444924406,1.9205183585313175,2.2215982721382286,2.52267818574514
233,algor,0.3252699784017279,1.12829373650108,1.7788336933045357,2.1041036717062633,2.4293736501079914,2.7546436285097196
234,algum,0.2302375809935205,0.8971922246220302,1.3576673866090712,1.5879049676025918,1.8181425485961122,2.0483801295896327
235,alias,0.3485961123110151,0.8993520518358531,1.5965442764578834,1.9451403887688985,2.2937365010799136,2.642332613390929
236,alifs,0.293304535637149,1.013390928725702,1.5999999999999999,1.893304535637149,2.186609071274298,2.4799136069114467
237,aline,0.5239740820734341,1.1205183585313174,2.1684665226781856,2.69244060475162,3.216414686825054,3.7403887688984883
238,alist,0.4453563714902808,1.060475161987041,1.9511879049676026,2.3965442764578833,2.8419006479481643,3.287257019438445
239,aliya,0.2915766738660907,0.8699784017278618,1.4531317494600433,1.7447084233261339,2.0362850971922244,2.3278617710583154
